# x |x| K_N count nontrivial_mass_2^-64 min_program kt depth0 open_progs speed_nontrivial_lo_2^-128 speed_nontrivial_hi_2^-128 honest_nontrivial_lo_2^-128 honest_nontrivial_hi_2^-128 kt_program
00000101110001110110 20 20 63862 15183841853440 000001000101100011010110 20 0 0 228533573787032816901731030436776 228533573787032816901731030475648 13080180275362633673266527135162 13080180275362633673266527199024 000001000101100011010110
00010101100010001010 20 20 80177 14981953224704 0001010001011101010001010 20 0 0 217978932504675671379507342990282 217978932504675671379507343037283 12853178675392893648894684073501 12853178675392893648894684153644 0001010001011101010001010
00011001011000100010 20 20 80431 14981659623424 0001100100010111010100010 20 0 0 218037489552615487252846358253229 218037489552615487252846358300371 12856075308747790207624654809558 12856075308747790207624654889987 0001100100010111010100010
00000101110110001110 20 20 60883 14811404435456 000001000101101000110110 20 0 0 224014716057169521163745288551277 224014716057169521163745288588149 12764663106100855891873584775889 12764663106100855891873584836772 000001000101101000110110
00000001100111101110 20 20 54974 14724758503424 000000011001000110101110 20 0 0 224612856870388310494006078883407 224612856870388310494006078914773 12703203700560042172018826431426 12703203700560042172018826486400 000000011001000110101110
00000001011110111010 20 20 54967 14721822490624 000000010100011010111010 20 0 0 224580852988679231650289122045187 224580852988679231650289122076727 12700465313832260584789420400693 12700465313832260584789420455660 000000010100011010111010
00000110000111101110 20 20 54627 14630311165952 000001100001000110101110 20 0 0 223185234819510057999023534751659 223185234819510057999023534783729 12622418865829866241215495676003 12622418865829866241215495730628 000001100001000110101110
00000000010110100010 20 20 88943 14566155091968 00000000010001011010001010 20 0 0 222516066426174150290324110553845 222516066426174150290324110598432 12572940935299588284126882157832 12572940935299588284126882246775 00000000010001011010001010
00000101110110000010 20 20 71857 14531870851072 0000010001011010000010110 20 0 0 220580591303160596717762624734624 220580591303160596717762624774709 12533196551380320566350133045209 12533196551380320566350133117066 0000010001011010000010110
00000000010110001010 20 20 90058 14500279353344 00000000010001011000101010 20 0 0 221215856054457226978973687290921 221215856054457226978973687335348 12509054368621729082537274607290 12509054368621729082537274697307 00000000010001011000101010
00000001011101100010 20 20 73189 14494516379648 0000000100010110100010110 20 0 0 219759837916794972432574140720664 219759837916794972432574140760844 12499427372994324054576498607478 12499427372994324054576498680667 0000000100010110100010110
00000000011001100010 20 20 90066 14473377087488 00000000010001100110001010 20 0 0 221183772613752301858792119989079 221183772613752301858792120033291 12492336163869252939743845118219 12492336163869252939743845208276 00000000010001100110001010
00000001011010000010 20 20 87778 14472429174784 00000001000101101000001010 20 0 0 221228778187050905283098854012305 221228778187050905283098854057135 12492889806068004634072960537881 12492889806068004634072960625659 00000001000101101000001010
00010101011010101010 20 20 70946 14470105530368 00010001010101101010101010 20 0 0 220293836209567708889167809956263 220293836209567708889167810004240 12470586783432436192048863545386 12470586783432436192048863616308 00010001010101101010101010
00000000000101101010 20 20 87417 14465793785856 00000000000100010110101010 20 0 0 222394909218898734071236648987656 222394909218898734071236649030822 12493404313639679102174438590065 12493404313639679102174438677482 00000000000100010110101010
00000000000110011010 20 20 87464 14465743454208 00000000000100011001101010 20 0 0 222407275472877480203212969832067 222407275472877480203212969875069 12493702526728315591730149508823 12493702526728315591730149596287 00000000000100011001101010
00000001100110000010 20 20 89710 14462589337600 00000001000110011000001010 20 0 0 221193024404547280934091656768126 221193024404547280934091656813388 12485080922327193725644314853839 12485080922327193725644314943546 00000001000110011000001010
00000001011000001010 20 20 89457 14453294759936 00000001000101100000101010 20 0 0 221134608317890868275195290619679 221134608317890868275195290664886 12477479895818376222964462581894 12477479895818376222964462671351 00000001000101100000101010
0000000101110101110 19 19 50860 14391420387328 0000000100100101110101110 19 0 0 231878477386162125070903364498799 231878477386162125070903364521361 13095965596533200897749349024992 13095965596533200897749349075850 0000000100100101110101110
00011001100101101010 20 20 69668 14381622493184 00010001100110010110101010 20 0 0 219886775440465629527579974777374 219886775440465629527579974824282 12403598059596314976157492312589 12403598059596314976157492382251 00010001100110010110101010
00011001100110011010 20 20 69585 14378921361408 00010001100110011001101010 20 0 0 219947988227291656027412524283716 219947988227291656027412524330419 12403457199409295671195553188532 12403457199409295671195553258115 00010001100110011001101010
00011001010110101010 20 20 69649 14371396780032 00010001100101011010101010 20 0 0 219899596710685792508882591247215 219899596710685792508882591294076 12397409360480737385469963333660 12397409360480737385469963403307 00010001100101011010101010
00010110011001101010 20 20 69131 14352337862656 00010001011001100110101010 20 0 0 219820725628634454215094385983414 219820725628634454215094386029832 12383164743498981747920740817416 12383164743498981747920740886547 00010001011001100110101010
0000000101111010110 19 19 50582 14343546601472 0000000100100101111010110 19 0 0 231671099881347177092634523348349 231671099881347177092634523370673 13057984761242387374655950564161 13057984761242387374655950614738 0000000100100101111010110
0000000111001111010 19 19 50547 14339520069632 0000000100100111001111010 19 0 0 231665325376682808590244297562764 231665325376682808590244297585101 13055436990155542965711934062470 13055436990155542965711934113017 0000000100100111001111010
0000000111100111010 19 19 50516 14338286944256 0000000100100111100111010 19 0 0 231659558639333137527130392475762 231659558639333137527130392498084 13054448024486477497556881250922 13054448024486477497556881301438 0000000100100111100111010
0000000101101110110 19 19 50498 14337766850560 0000000100100101101110110 19 0 0 231658931195319178300163680211309 231658931195319178300163680233600 13054099307138186744785471432533 13054099307138186744785471483031 0000000100100101101110110
0000000111001101110 19 19 50489 14337531969536 0000000100100111001101110 19 0 0 231658611946794166162661239708004 231658611946794166162661239730275 13053941212262361127116351540424 13053941212262361127116351590913 0000000100100111001101110
0000000101101101110 19 19 50495 14337364197376 0000000100100101101101110 19 0 0 231657252791792700755567756711192 231657252791792700755567756733477 13053786840699994432368953018163 13053786840699994432368953068658 0000000100100101101101110
0000000111100110110 19 19 50449 14336122683392 0000000100100111100110110 19 0 0 231652155315776768351164968963233 231652155315776768351164968985486 13052815836465335514894493570351 13052815836465335514894493620800 0000000100100111100110110
00010110010110101010 20 20 69296 14335141216256 00010001011001011010101010 20 0 0 219710186408808097453994553170618 219710186408808097453994553217261 12369180788874928729242632512185 12369180788874928729242632581481 00010001011001011010101010
00011001011001101010 20 20 69205 14331643166720 00010001100101100110101010 20 0 0 219701650160219743748104750926794 219701650160219743748104750973286 12366722021824956863626475375451 12366722021824956863626475444654 00010001100101100110101010
00010101100110101010 20 20 69020 14313666379776 00010001010110011010101010 20 0 0 219604433069862784788512405655954 219604433069862784788512405702399 12352633267845556375437846729715 12352633267845556375437846798735 00010001010110011010101010
00000001100001100010 20 20 89797 14307366535168 00000001000110000110001010 20 0 0 218500313283317237822702351787374 218500313283317237822702351830839 12345983312453665057744684254757 12345983312453665057744684344554 00000001000110000110001010
00000101100000001010 20 20 85910 14237590093824 00000100010110000000101010 20 0 0 217655434781035451295275352564758 217655434781035451295275352609166 12285525851212269508283084480974 12285525851212269508283084566858 00000100010110000000101010
00000000000001110110 20 20 80424 14211216310272 0000000000000100011010110 20 0 0 217427108778590444871776541348595 217427108778590444871776541388037 12266483021242653081288044849732 12266483021242653081288044930155 0000000000000100011010110
00000101101000000010 20 20 83878 14210067070976 00000100010110100000001010 20 0 0 217505021451178042189021327502642 217505021451178042189021327546231 12267801778247189678187614272182 12267801778247189678187614356060 00000100010110100000001010
00000110011000000010 20 20 85908 14208842334208 00000100011001100000001010 20 0 0 217609845916418282294750400342548 217609845916418282294750400386818 12267410447611429941273336271011 12267410447611429941273336356919 00000100011001100000001010
00010101101000100010 20 20 73354 14190571945984 00010001010110100010001010 20 0 0 208122737958102234310382561628376 208122737958102234310382561673586 12184448342362124602961812851210 12184448342362124602961812924561 00010001010110100010001010
00010110000000100010 20 20 83597 14190571945984 00010001011000000010001010 20 0 0 213535422170525915033586623618637 213535422170525915033586623665264 12228239645862368381390596961228 12228239645862368381390597044825 00010001011000000010001010
00000110000001100010 20 20 87205 14181998788608 00000100011000000110001010 20 0 0 216627297237972503514066196926463 216627297237972503514066196969097 12237989922008791825219309449438 12237989922008791825219309536643 00000100011000000110001010
00000110000110000010 20 20 87673 14169944358912 00000100011000011000001010 20 0 0 216795769213941419586483128807099 216795769213941419586483128850935 12231054276970245705214959727263 12231054276970245705214959814936 00000100011000011000001010
00000001111000000010 20 20 83512 14060271697920 00000001000110000000101110 20 0 0 215655948664701064475009319903656 215655948664701064475009319944821 12141619800067781165387565460139 12141619800067781165387565543651 00000001000110000000101110
00010110001000000010 20 20 81728 14030810906624 00010001011000100000001010 20 0 0 211117461217714677296260375765293 211117461217714677296260375810284 12090196048299141188325287978277 12090196048299141188325288060005 00010001011000100000001010
00000001010110101010 20 20 77511 13987391471616 00000001000101011010101010 20 0 0 214571748379914574656670458434184 214571748379914574656670458477628 12072646781456998528717896668592 12072646781456998528717896746103 00000001000101011010101010
00000001100110011010 20 20 77283 13976511447040 00000001000110011001101010 20 0 0 214548106318805942342920683110509 214548106318805942342920683153527 12065201498476649526461706103519 12065201498476649526461706180802 00000001000110011001101010
00000001100101101010 20 20 77199 13951723110400 00000001000110010110101010 20 0 0 214409180224987702065393342363039 214409180224987702065393342406080 12045644509067666679472491173596 12045644509067666679472491250795 00000001000110010110101010
00000001011001101010 20 20 76855 13938754322432 00000001000101100110101010 20 0 0 214345006303176374602779583933787 214345006303176374602779583976683 12035623010361436617401056847507 12035623010361436617401056924362 00000001000101100110101010
00000001100000011010 20 20 83980 13934107033600 00000001000110000001101010 20 0 0 215075008262430898976097123233782 215075008262430898976097123273622 12039754570371056362901471681610 12039754570371056362901471765590 00000001000110000001101010
00000000011000011010 20 20 83912 13896559624192 00000000010001100001101010 20 0 0 214628424279329226137803897119767 214628424279329226137803897158802 12007939101954393122905005132848 12007939101954393122905005216760 00000000010001100001101010
00011000000110000010 20 20 82862 13863357513728 00010001100000011000001010 20 0 0 212084890559732692996444687138180 212084890559732692996444687179856 11964463103724917185030217188943 11964463103724917185030217271804 00010001100000011000001010
00000110000000011010 20 20 82015 13815576002560 00000100011000000001101010 20 0 0 213292858667433844567380629877056 213292858667433844567380629916523 11937641619007831009817687015280 11937641619007831009817687097295 00000100011000000001101010
00011000000001100010 20 20 82051 13765445681152 00010001100000000110001010 20 0 0 211417111456030010773882275490482 211417111456030010773882275530674 11887624814951075301219365719478 11887624814951075301219365801529 00010001100000000110001010
00000101100011000110 20 20 69086 13698378760192 000001000101110101000110 20 0 0 204001806420414075579497138951502 204001806420414075579497138989693 11773887066455129763802971725493 11773887066455129763802971794573 000001000101110101000110
00000000011110000010 20 20 80510 13691466547200 00000000010001100000101110 20 0 0 210284613293546130504653917613408 210284613293546130504653917652709 11824483322921694999212221983068 11824483322921694999212222063578 00000000010001100000101110
00011000011000000010 20 20 80808 13678782971904 00010001100001100000001010 20 0 0 209971659577324033247660678620187 209971659577324033247660678661309 11811694302201241220696862439906 11811694302201241220696862520714 00010001100001100000001010
00010110100000000010 20 20 76787 13666955034624 00010001011010000000001010 20 0 0 209788093535675248137920675783613 209788093535675248137920675824113 11801854207005001114021040510486 11801854207005001114021040587273 00010001011010000000001010
00011001100000000010 20 20 78056 13607152648192 00010001100110000000001010 20 0 0 209054217196998169183539141454347 209054217196998169183539141495237 11751595479454645645068646770609 11751595479454645645068646848665 00010001100110000000001010
00010110000000001010 20 20 77938 13601012187136 00010001011000000000101010 20 0 0 209016462297812934011695897295854 209016462297812934011695897336720 11746592736028478078542519423474 11746592736028478078542519501412 00010001011000000000101010
00000000000111100010 20 20 79278 13559538909184 00000000000100011000101110 20 0 0 207588599234925048999541687875431 207588599234925048999541687914099 11704001351213416773378614049645 11704001351213416773378614128923 00000000000100011000101110
00000101011010100010 20 20 72949 13501582016512 00000100010101101010001010 20 0 0 206341759531040774265049315302155 206341759531040774265049315344510 11651152864489943631861879777581 11651152864489943631861879850530 00000100010101101010001010
00000101100110100010 20 20 72774 13493898051584 00000100010110011010001010 20 0 0 206309590897688570288630098823696 206309590897688570288630098865868 11645358015837924567646133767009 11645358015837924567646133839783 00000100010110011010001010
00011000000000011010 20 20 77771 13486935506944 00010001100000000001101010 20 0 0 208534129284784125658764954860646 208534129284784125658764954898319 11655209203741353857017993406338 11655209203741353857017993484109 00010001100000000001101010
00000001100001110110 20 20 67887 13411119267840 0000000110000100011010110 20 0 0 205827997271366757732519099859746 205827997271366757732519099896465 11578270132728990388072313129824 11578270132728990388072313197711 0000000110000100011010110
00010110011000100010 20 20 68838 13359093121024 00010001011001100010001010 20 0 0 199196109581340647068061751274790 199196109581340647068061751316025 11495596593134360213615399784263 11495596593134360213615399853097 00010001011001100010001010
00010101100010100010 20 20 68656 13351476264960 00010001010110001010001010 20 0 0 199157235625669569777360105479902 199157235625669569777360105521066 11490162054970000527188454855765 11490162054970000527188454924415 00010001010110001010001010
00011001100001110110 20 20 58589 13281641103360 0001100110000100011010110 20 0 0 203970385467460068603613789158406 203970385467460068603613789196398 11464621354939515166714003189539 11464621354939515166714003248128 0001100110000100011010110
00010110000111011010 20 20 58538 13279569117184 0001011000010001101011010 20 0 0 203952815670830842779329945905528 203952815670830842779329945943539 11462751244245973225779247687220 11462751244245973225779247745756 0001011000010001101011010
00000101011010001010 20 20 71985 13251811213312 00000100010101101000101010 20 0 0 202263254134709506729892307978036 202263254134709506729892308019412 11431411358935668814575928081288 11431411358935668814575928153244 00000100010101101000101010
00000110010110100010 20 20 71743 13231653388288 00000100011001011010001010 20 0 0 202233098331590073908787652209123 202233098331590073908787652250117 11419029074047153059147027897474 11419029074047153059147027969216 00000100011001011010001010
00000111001110000010 20 20 68649 13208207228928 0000010001100110000010110 20 0 0 202404804037014263160212826114250 202404804037014263160212826151393 11402415346513560293741590792028 11402415346513560293741590860677 0000010001100110000010110
00000101110000010110 20 20 68426 13195364270080 0000010001011000001010110 20 0 0 202337251380712776816137560674992 202337251380712776816137560712044 11392377928867427329623173919816 11392377928867427329623173988242 0000010001011000001010110
00000001110011100010 20 20 69211 13114917519360 0000000100011001100010110 20 0 0 200608116121740213938714925447623 200608116121740213938714925483988 11318562128267111003296960399446 11318562128267111003296960468657 0000000100011001100010110
00000001011100010110 20 20 68728 13077521104896 0000000100010110001010110 20 0 0 200418723026754877247068391036640 200418723026754877247068391072727 11289507483594866740469440059846 11289507483594866740469440128571 0000000100010110001010110
00000111000000000110 20 20 75403 13026082160640 00000100011000000000110110 20 0 0 198664784650985432408921984982649 198664784650985432408921985018403 11237202011268768419060844685092 11237202011268768419060844760495 00000100011000000000110110
00000000011000001110 20 20 74820 13001679699968 00000000010001100000111010 20 0 0 198709229120273143795092933149497 198709229120273143795092933186630 11210776304605832163757418727600 11210776304605832163757418802401 00000000010001100000111010
00000101100110001010 20 20 71451 12990992613376 00000100010110011000101010 20 0 0 198270753136825006562392899235312 198270753136825006562392899275479 11194837859464033330235808739677 11194837859464033330235808811126 00000100010110011000101010
00000110011001100010 20 20 71545 12965994561536 00000100011001100110001010 20 0 0 198306279804497631361371780855588 198306279804497631361371780895639 11188323299005715988698989432689 11188323299005715988698989504234 00000100011001100110001010
00000110010110001010 20 20 71043 12947321520128 00000100011001011000101010 20 0 0 198230490510672839632600688379296 198230490510672839632600688418979 11175641013346634017568142660610 11175641013346634017568142731650 00000100011001011000101010
00000101011000101010 20 20 70900 12940904235008 00000100010101100010101010 20 0 0 198194690402321464123241131657336 198194690402321464123241131697018 11170564628220140009961999757240 11170564628220140009961999828136 00000100010101100010101010
00000000000000111110 20 20 69164 12923615313920 00000000000000010010111110 20 0 0 198400089920616237422201943246936 198400089920616237422201943282804 11158404877909180868821278722812 11158404877909180868821278791973 00000000000000010010111110
00000001110000000110 20 20 74573 12844812730368 00000001000110000000110110 20 0 0 196379142123598968099144213784339 196379142123598968099144213819128 11083959491830986035961191353164 11083959491830986035961191427737 00000001000110000000110110
00011000000000001110 20 20 69914 12834570240000 00010001100000000000111010 20 0 0 192522801030891244031530236347305 192522801030891244031530236381453 11050492268290318232519153571214 11050492268290318232519153641128 00010001100000000000111010
00010101101010000010 20 20 63706 12768853884928 00010001010110101000001010 20 0 0 196075543914409492517444448159672 196075543914409492517444448198162 11023623414673251051582085997602 11023623414673251051582086061308 00010001010110101000001010
00010110011010000010 20 20 63527 12760389779456 00010001011001101000001010 20 0 0 196040735871868369539450122759314 196040735871868369539450122797619 11017274288397324076305618663895 11017274288397324076305618727422 00010001011001101000001010
00000000011100000110 20 20 72151 12611995303936 00000000010001100000110110 20 0 0 193841353634272259248162421592333 193841353634272259248162421625506 10889282524577445183641202851223 10889282524577445183641202923374 00000000010001100000110110
00000101101000011010 20 20 65758 12540515975168 00000100010110100001101010 20 0 0 191374284527618772151074111236140 191374284527618772151074111270675 10818162842346873321271769484948 10818162842346873321271769550706 00000100010110100001101010
00000101100010011010 20 20 67033 12524753780736 00000100010110001001101010 20 0 0 192625471772977819398064419074738 192625471772977819398064419111351 10815539088641956907246471636571 10815539088641956907246471703602 00000100010110001001101010
00000101101001100010 20 20 67021 12524451790848 00000100010110100110001010 20 0 0 192624640406030801481787452188143 192624640406030801481787452224745 10815332041452329125821880640911 10815332041452329125821880707932 00000100010110100110001010
00010101101000001010 20 20 62972 12518789480448 00010001010110100000101010 20 0 0 192197638803439712944502841906492 192197638803439712944502841944187 10807804119794024247943413881828 10807804119794024247943413944799 00010001010110100000101010
00000001100000001110 20 20 69942 12516247732224 00000001000110000000111010 20 0 0 192823740380296555762550895715834 192823740380296555762550895748732 10809960189294287961789056024756 10809960189294287961789056094698 00000001000110000000111010
00011001011010000010 20 20 62871 12514578399232 00010001100101101000001010 20 0 0 192191083520070711367291988265085 192191083520070711367291988302634 10805045207227802693363625801620 10805045207227802693363625864491 00010001100101101000001010
00011000000111100010 20 20 63870 12406424076288 00010001100000011110001010 20 0 0 191172671709800555839263528892797 191172671709800555839263528927623 10716528566774777791619962038429 10716528566774777791619962102299 00010001100000011110001010
00000110000110011010 20 20 65920 12375629496320 00000100011000011001101010 20 0 0 191981388010533197438242691078566 191981388010533197438242691112710 10695801467821397104739265971638 10695801467821397104739266037558 00000100011000011001101010
00000110000101101010 20 20 65824 12374513811456 00000100011000010110101010 20 0 0 191957302038197413120595416754383 191957302038197413120595416788733 10694437897028609766638714879208 10694437897028609766638714945032 00000100011000010110101010
00011000000000111110 20 20 58564 12300257853440 00010001100000000011111010 20 0 0 188947992608624146092412450897004 188947992608624146092412450931097 10620811698476805882329929968218 10620811698476805882329930026782 00010001100000000011111010
00011001100110000010 20 20 63166 12280393629696 00010001100110011000001010 20 0 0 188708546612688244359732028015425 188708546612688244359732028052717 10602701605927539417404688177350 10602701605927539417404688240515 00010001100110011000001010
00011001011000001010 20 20 62860 12269815595008 00010001100101100000101010 20 0 0 188655472631612544996382887791672 188655472631612544996382887828824 10594618241649204986147631571363 10594618241649204986147631634188 00010001100101100000101010
00010110011000001010 20 20 62865 12268431474688 00010001011001100000101010 20 0 0 188652691993329583945818757911984 188652691993329583945818757949138 10593658131052135847738698395102 10593658131052135847738698457966 00010001011001100000101010
00010101100000101010 20 20 62811 12266594369536 00010001010110000010101010 20 0 0 188637287612787161664460804451551 188637287612787161664460804488708 10592114837812858556928078896083 10592114837812858556928078958893 00010001010110000010101010
00000110000000001110 20 20 67941 12266283991040 00000100011000000000111010 20 0 0 190377268807755288943240492678400 190377268807755288943240492710903 10602637791713435968745792857723 10602637791713435968745792925664 00000100011000000000111010
00000001110000011110 20 20 60613 12259145285632 0000000100011000001110110 20 0 0 187509613523037461229863362780500 187509613523037461229863362813257 10580098757139730592693663262662 10580098757139730592693663323275 0000000100011000001110110
00000000010111011010 20 20 59953 12207924445184 0000000001010001101011010 20 0 0 189199874000870446648000163511293 189199874000870446648000163541639 10549423182354051082427077479635 10549423182354051082427077539588 0000000001010001101011010
00000000011001110110 20 20 59691 12197489016832 0000000001100100011010110 20 0 0 189162437535188372352541393878301 189162437535188372352541393908316 10541742859263408136595141685955 10541742859263408136595141745646 0000000001100100011010110
00000110000001110110 20 20 59600 12185593970688 0000011000000100011010110 20 0 0 188604802839060579037697179728975 188604802839060579037697179759207 10529326915358637225681274595760 10529326915358637225681274655360 0000011000000100011010110
00011000000110011010 20 20 62715 12139481792512 00010001100000011001101010 20 0 0 188539973641398481158390762302561 188539973641398481158390762335733 10492897763958955629767336651561 10492897763958955629767336714276 00010001100000011001101010
00011000000101101010 20 20 62634 12138517102592 00010001100000010110101010 20 0 0 188520458845791704579564737511626 188520458845791704579564737544966 10491753994515745371558250590079 10491753994515745371558250652713 00010001100000010110101010
00000000000001111010 20 20 67764 12102437699584 00000000000001001001111010 20 0 0 185549654707608423146170774093837 185549654707608423146170774125505 10434630113086854136059483400121 10434630113086854136059483467885 00000000000001001001111010
00011000010110100010 20 20 61923 12069319475200 00010001100001011010001010 20 0 0 185794650932111043350997597578447 185794650932111043350997597612551 10423330419192875352734527396565 10423330419192875352734527458488 00010001100001011010001010
00000000000110001110 20 20 66077 11981658521600 00000000000100100110001110 20 0 0 187107479558929719850811997531795 187107479558929719850811997562383 10363632735263280502239516139642 10363632735263280502239516205719 00000000000100100110001110
00011000000001110110 20 20 56975 11979729141760 0001100000000100011010110 20 0 0 185322265511982242057569556329329 185322265511982242057569556358855 10349990287596011538583913042859 10349990287596011538583913099834 0001100000000100011010110
00011000010110001010 20 20 62725 11970895937536 00010001100001011000101010 20 0 0 183703965894104991653535146317029 183703965894104991653535146351111 10328251071971038393981145062937 10328251071971038393981145125610 00010001100001011000101010
00000001111000011010 20 20 61807 11960712167424 00000001000110000110101110 20 0 0 186077523011093793346803465664088 186077523011093793346803465694702 10341346893447838330885952062488 10341346893447838330885952124295 00000001000110000110101110
00000110011000011010 20 20 62724 11958354968576 00000100011001100001101010 20 0 0 185929240514517094055282341884695 185929240514517094055282341916786 10337909737922026049582060998952 10337909737922026049582061061676 00000100011001100001101010
00000110000111100010 20 20 62500 11951719579648 00000100100110000111100010 20 0 0 185048778459857836858087552478490 185048778459857836858087552511133 10328896288642126978023160863630 10328896288642126978023160926130 00000100100110000111100010
00000101100001101010 20 20 62458 11947986649088 00000100010110000110101010 20 0 0 185872872548221341654897117421754 185872872548221341654897117453773 10329758370838153895754266886523 10329758370838153895754266948981 00000100010110000110101010
00011000011001100010 20 20 62936 11939849699328 00010001100001100110001010 20 0 0 183663629055272733683164438865282 183663629055272733683164438899307 10308567536047412432478416738042 10308567536047412432478416800970 00010001100001100110001010
00000001100111100010 20 20 63072 11928726405120 00000001001001100111100010 20 0 0 184629641437318647225108492329042 184629641437318647225108492361137 10308445826663769653277058215528 10308445826663769653277058278600 00000001001001100111100010
00000001011110001010 20 20 62889 11920153247744 00000001001001011110001010 20 0 0 184581847925156111757266214994554 184581847925156111757266215026627 10301673908223894230858446994110 10301673908223894230858447056999 00000001001001011110001010
00000110011000001110 20 20 61423 11910145638400 00000100011001100000111010 20 0 0 183268233251992801152094055108041 183268233251992801152094055142478 10280006534919804935972413762426 10280006534919804935972413823819 00000100011001100000111010
00010110100000011010 20 20 58705 11893469085696 00010001011010000001101010 20 0 0 183157513091862336124786724156803 183157513091862336124786724188439 10269695408206519215675891042026 10269695408206519215675891100730 00010001011010000001101010
00000101100000111010 20 20 60893 11863454646272 00000100010110000011101010 20 0 0 183124982178998635397375294550626 183124982178998635397375294584773 10247992159306722307726665723999 10247992159306722307726665784892 00000100010110000011101010
00010110100001100010 20 20 58969 11810245705728 00010001011010000110001010 20 0 0 182174212033165727348036775095001 182174212033165727348036775127342 10200987024660638278301574517606 10200987024660638278301574576575 00010001011010000110001010
00010110000010011010 20 20 58342 11803308326912 00010001011000001001101010 20 0 0 182305904953927427268729687364776 182305904953927427268729687398386 10195971947801984877245622597477 10195971947801984877245622655818 00010001011000001001101010
00010110100110000010 20 20 58265 11799239852032 00010001011010011000001010 20 0 0 182297054140827946333806766476185 182297054140827946333806766509723 10193360951636649128483793223513 10193360951636649128483793281778 00010001011010011000001010
00000000000001101110 20 20 64176 11743673712640 00000000000001001001101110 20 0 0 183841158723924536518909773501686 183841158723924536518909773530526 10160512351556352500006403022860 10160512351556352500006403087036 00000000000001001001101110
00000110000000111110 20 20 55923 11712241598464 00000100100110000000111110 20 0 0 181650128894016365638099995064075 181650128894016365638099995095221 10123542753187784469450411174307 10123542753187784469450411230230 00000100100110000000111110
00011001100001100010 20 20 60317 11711075581952 00010001100110000110001010 20 0 0 180520686018927382863133284038299 180520686018927382863133284071214 10114434816056176242846636096436 10114434816056176242846636156753 00010001100110000110001010
00010110000110001010 20 20 60209 11705279053824 00010001011000011000101010 20 0 0 180482485128615444356176481055820 180482485128615444356176481088738 10109499459831704142055299195021 10109499459831704142055299255230 00010001011000011000101010
00011000011001110110 20 20 48794 11657757589504 0001100001100100011010110 20 0 0 180947494292423522977859962566130 180947494292423522977859962595125 10073762300684376463556425713130 10073762300684376463556425761924 0001100001100100011010110
00011000010111011010 20 20 48540 11647204720640 0001100001010001101011010 20 0 0 180893259661282238253118570960959 180893259661282238253118570989866 10065556098066464732718044322875 10065556098066464732718044371415 0001100001010001101011010
00000001100000111110 20 20 55729 11599330934784 00000001001001100000111110 20 0 0 180167332420520118180053814480058 180167332420520118180053814510111 10027436538592951080269061579173 10027436538592951080269061634902 00000001001001100000111110
00011001100000011010 20 20 57136 11529772597248 00010001100110000001101010 20 0 0 179604171329171312679992320004097 179604171329171312679992320034531 9969186948917409019566464677552 9969186948917409019566464734688 00010001100110000001101010
00010110000001101010 20 20 56974 11522306736128 00010001011000000110101010 20 0 0 179563574264573462239001074557694 179563574264573462239001074588074 9963317799896884102009959574435 9963317799896884102009959631409 00010001011000000110101010
00000000000111000110 20 20 63451 11520629014528 00000000000100100111000110 20 0 0 180258575626939065470500182194691 180258575626939065470500182223090 9963967432606218222401584387905 9963967432606218222401584451356 00000000000100100111000110
00010110000011100010 20 20 54757 11512601116672 00010001011000001110001010 20 0 0 176914360005720222426230061727030 176914360005720222426230061759511 9940741141577055568050041796086 9940741141577055568050041850842 00010001011000001110001010
00010110001000011010 20 20 56281 11510831120384 00010001011000100001101010 20 0 0 176806808739529425009420905313402 176806808739529425009420905344076 9937201526609287247584133488278 9937201526609287247584133544558 00010001011000100001101010
00010110000110100010 20 20 55996 11471765372928 00010001011000011010001010 20 0 0 176503934176561708223729617993165 176503934176561708223729618023746 9905160817193499836147931456491 9905160817193499836147931512485 00010001011000011010001010
00011000011000011010 20 20 58329 11458628812800 00010001100001100001101010 20 0 0 178535520265721523243954650219235 178535520265721523243954650248633 9907006243381459589933705264175 9907006243381459589933705322504 00010001100001100001101010
00000000011000111110 20 20 54883 11425829355520 00000000010010011000111110 20 0 0 177733780434806506427891127268466 177733780434806506427891127297232 9878718522322546754217186712581 9878718522322546754217186767464 00000000010010011000111110
00000101110110011010 20 20 46942 11417038094336 0000010100011010110011010 20 0 0 168726641241240255096247965652017 168726641241240255096247965678897 9788775417643700467229247358394 9788775417643700467229247405331 0000010100011010110011010
00000101101000001110 20 20 56489 11326248189952 00000100010110100000111010 20 0 0 175758267589984246930345858990263 175758267589984246930345859021053 9786904044813684702799655291580 9786904044813684702799655348067 00000100010110100000111010
00000000000110111110 20 20 53861 11226012712960 00000000000100100110111110 20 0 0 174834020509415092813899363428169 174834020509415092813899363455738 9706656486719978759250228419584 9706656486719978759250228473445 00000000000100100110111110
00000000000111111010 20 20 53431 11207088013312 00000000000100100111111010 20 0 0 174724407947104254155951012870242 174724407947104254155951012897841 9691582974728587199437071289832 9691582974728587199437071343263 00000000000100100111111010
00000110000001111010 20 20 54800 11066880819200 00000100011000000111101010 20 0 0 168914100070392703379019412904082 168914100070392703379019412931315 9541387748632475079527368567788 9541387748632475079527368622572 00000100011000000111101010
00011000011100000110 20 20 53823 11053081559040 00010001100001110000011010 20 0 0 171197986160778434792784307207190 171197986160778434792784307235078 9550747501245252936699366372621 9550747501245252936699366426443 00010001100001110000011010
